txn_id,item_name,qty,price
TXN-11546,Tur Dal Loose,3,366
TXN-11547,Tata Tea Gold,1,75
TXN-11548,Aashirvaad Atta 5kg,1,243
TXN-11549,Lux Soap,1,39
TXN-11550,Basmati Rice 1kg,3,382
TXN-11551,Sugar 1kg,2,64
TXN-11552,Lux Soap,5,181
TXN-11553,Lux Soap,2,200
TXN-11554,Sugar 1kg,4,351
TXN-11555,Sugar 1kg,1,264
TXN-11556,Lux Soap,3,74
TXN-11557,Lux Soap,1,64
TXN-11558,Cardamom 100g,5,311
TXN-11559,Tur Dal Loose,3,413
TXN-11560,Tur Dal Loose,3,138
TXN-11561,Cardamom 100g,5,212
TXN-11562,Sugar 1kg,5,384
TXN-11563,Cardamom 100g,1,336
TXN-11564,Basmati Rice 1kg,1,210
TXN-11565,Tur Dal Loose,1,253
TXN-11566,Tata Tea Gold,1,344
TXN-11567,Tata Tea Gold,4,395
TXN-11568,Sugar 1kg,4,215
TXN-11569,Lux Soap,2,88
TXN-11570,Cardamom 100g,3,169
TXN-11571,Basmati Rice 1kg,4,332
TXN-11572,Basmati Rice 1kg,2,151
TXN-11573,Cardamom 100g,3,179
TXN-11574,Aashirvaad Atta 5kg,1,474
TXN-11575,Tata Tea Gold,2,139
TXN-11576,Aashirvaad Atta 5kg,1,364
TXN-11577,Lux Soap,4,482
TXN-11578,Tur Dal Loose,3,367
TXN-11579,Tur Dal Loose,3,128
TXN-11580,Tur Dal Loose,4,281
TXN-11581,Lux Soap,4,279
TXN-11582,Aashirvaad Atta 5kg,1,83
TXN-11583,Tata Tea Gold,2,457
TXN-11584,Cardamom 100g,1,320
TXN-11585,Lux Soap,4,112
TXN-11586,Aashirvaad Atta 5kg,4,343
TXN-11587,Tata Tea Gold,4,100
TXN-11588,Aashirvaad Atta 5kg,1,66
TXN-11589,Aashirvaad Atta 5kg,5,62
TXN-11590,Tata Tea Gold,5,406
TXN-11591,Tur Dal Loose,3,254
TXN-11592,Lux Soap,3,464
TXN-11593,Aashirvaad Atta 5kg,4,487
TXN-11594,Lux Soap,3,461
TXN-11595,Tur Dal Loose,3,88
TXN-11596,Aashirvaad Atta 5kg,1,94
TXN-11597,Tata Tea Gold,3,485
TXN-11598,Aashirvaad Atta 5kg,2,330
TXN-11599,Tata Tea Gold,1,321
TXN-11600,Tata Tea Gold,3,489
TXN-11601,Cardamom 100g,5,275
TXN-11602,Tata Tea Gold,2,282
TXN-11603,Cardamom 100g,3,282
TXN-11604,Aashirvaad Atta 5kg,2,155
TXN-11605,Sugar 1kg,1,288
TXN-11606,Sugar 1kg,3,251
TXN-11607,Tata Tea Gold,4,227
TXN-11608,Lux Soap,5,186
TXN-11609,Basmati Rice 1kg,2,117
TXN-11610,Sugar 1kg,3,97
TXN-11611,Basmati Rice 1kg,1,313
TXN-11612,Sugar 1kg,2,258
TXN-11613,Sugar 1kg,5,303
TXN-11614,Sugar 1kg,1,353
TXN-11615,Tur Dal Loose,5,228
TXN-11616,Lux Soap,5,172
TXN-11617,Tata Tea Gold,2,366
TXN-11618,Cardamom 100g,4,267
TXN-11619,Tur Dal Loose,5,333
TXN-11620,Basmati Rice 1kg,1,105
TXN-11621,Cardamom 100g,4,405
TXN-11622,Sugar 1kg,1,181
TXN-11623,Basmati Rice 1kg,2,59
TXN-11624,Lux Soap,2,301
TXN-11625,Basmati Rice 1kg,2,142
TXN-11626,Lux Soap,1,270
TXN-11627,Tata Tea Gold,2,360
TXN-11628,Aashirvaad Atta 5kg,4,252
TXN-11629,Basmati Rice 1kg,5,403
TXN-11630,Cardamom 100g,3,187
TXN-11631,Cardamom 100g,1,389
TXN-11632,Sugar 1kg,1,218
TXN-11633,Sugar 1kg,1,75
TXN-11634,Lux Soap,2,379
TXN-11635,Cardamom 100g,2,351
TXN-11636,Tur Dal Loose,2,380
TXN-11637,Cardamom 100g,3,445
TXN-11638,Aashirvaad Atta 5kg,3,287
TXN-11639,Sugar 1kg,4,459
TXN-11640,Sugar 1kg,2,117
TXN-11641,Aashirvaad Atta 5kg,1,293
TXN-11642,Lux Soap,4,230
TXN-11643,Lux Soap,3,33
TXN-11644,Sugar 1kg,4,454
TXN-11645,Tur Dal Loose,1,456
TXN-11646,Aashirvaad Atta 5kg,5,393
TXN-11647,Basmati Rice 1kg,4,291
TXN-11648,Tata Tea Gold,1,88
TXN-11649,Lux Soap,1,111
TXN-11650,Tur Dal Loose,3,136
TXN-11651,Basmati Rice 1kg,5,399
TXN-11652,Tata Tea Gold,2,313
TXN-11653,Tur Dal Loose,4,226
TXN-11654,Tur Dal Loose,5,224
TXN-11655,Lux Soap,4,341
TXN-11656,Tur Dal Loose,4,470
TXN-11657,Basmati Rice 1kg,2,22
TXN-11658,Aashirvaad Atta 5kg,2,146
TXN-11659,Lux Soap,4,249
TXN-11660,Lux Soap,4,126
TXN-11661,Basmati Rice 1kg,3,326
TXN-11662,Basmati Rice 1kg,2,482
TXN-11663,Sugar 1kg,3,295
TXN-11664,Cardamom 100g,5,200
TXN-11665,Sugar 1kg,1,41
TXN-11666,Sugar 1kg,3,154
TXN-11667,Lux Soap,4,397
TXN-11668,Tur Dal Loose,4,184
TXN-11669,Aashirvaad Atta 5kg,2,45
TXN-11670,Cardamom 100g,2,349
TXN-11671,Basmati Rice 1kg,1,428
TXN-11672,Basmati Rice 1kg,5,447
TXN-11673,Aashirvaad Atta 5kg,1,426
TXN-11674,Sugar 1kg,1,113
TXN-11675,Sugar 1kg,3,432
TXN-11676,Aashirvaad Atta 5kg,4,432
TXN-11677,Basmati Rice 1kg,1,386
TXN-11678,Cardamom 100g,5,295
TXN-11679,Tata Tea Gold,3,264
TXN-11680,Tata Tea Gold,5,137
TXN-11681,Lux Soap,4,244
TXN-11682,Cardamom 100g,3,399
TXN-11683,Tata Tea Gold,2,250
TXN-11684,Cardamom 100g,3,403
TXN-11685,Aashirvaad Atta 5kg,5,45
TXN-11686,Tur Dal Loose,1,239
TXN-11687,Sugar 1kg,1,400
TXN-11688,Cardamom 100g,4,344
TXN-11689,Sugar 1kg,1,452
TXN-11690,Aashirvaad Atta 5kg,3,361
TXN-11691,Cardamom 100g,5,316
TXN-11692,Tata Tea Gold,5,206
TXN-11693,Sugar 1kg,2,62
TXN-11694,Sugar 1kg,4,309
TXN-11695,Tur Dal Loose,2,491
TXN-11696,Lux Soap,4,242
TXN-11697,Tur Dal Loose,5,205
TXN-11698,Cardamom 100g,5,257
TXN-11699,Aashirvaad Atta 5kg,1,108
TXN-11700,Aashirvaad Atta 5kg,1,360
TXN-11701,Cardamom 100g,3,45
TXN-11702,Tur Dal Loose,2,47
TXN-11703,Aashirvaad Atta 5kg,4,230
TXN-11704,Lux Soap,2,419
TXN-11705,Cardamom 100g,1,260
TXN-11706,Lux Soap,5,258
TXN-11707,Tur Dal Loose,5,25
TXN-11708,Basmati Rice 1kg,3,211
TXN-11709,Sugar 1kg,4,462
TXN-11710,Cardamom 100g,2,171
TXN-11711,Tata Tea Gold,5,257
TXN-11712,Sugar 1kg,3,65
TXN-11713,Tur Dal Loose,3,496
TXN-11714,Tur Dal Loose,2,361
TXN-11715,Tur Dal Loose,2,287
TXN-11716,Lux Soap,4,356
TXN-11717,Sugar 1kg,1,289
TXN-11718,Sugar 1kg,3,87
TXN-11719,Aashirvaad Atta 5kg,3,476
TXN-11720,Aashirvaad Atta 5kg,3,326
TXN-11721,Tur Dal Loose,5,229
TXN-11722,Basmati Rice 1kg,5,304
TXN-11723,Tur Dal Loose,3,177
TXN-11724,Basmati Rice 1kg,1,314
TXN-11725,Tata Tea Gold,5,364
TXN-11726,Lux Soap,5,306
TXN-11727,Tur Dal Loose,4,435
TXN-11728,Aashirvaad Atta 5kg,3,383
TXN-11729,Tur Dal Loose,3,394
TXN-11730,Tur Dal Loose,2,230
TXN-11731,Basmati Rice 1kg,3,82
TXN-11732,Cardamom 100g,5,382
TXN-11733,Sugar 1kg,5,240
TXN-11734,Tur Dal Loose,5,241
TXN-11735,Cardamom 100g,2,168
TXN-11736,Sugar 1kg,3,431
TXN-11737,Basmati Rice 1kg,2,360
TXN-11738,Tur Dal Loose,1,205
TXN-11739,Cardamom 100g,3,321
TXN-11740,Aashirvaad Atta 5kg,1,154
TXN-11741,Basmati Rice 1kg,1,462
TXN-11742,Basmati Rice 1kg,4,493
TXN-11743,Tur Dal Loose,2,72
TXN-11744,Sugar 1kg,2,152
TXN-11745,Sugar 1kg,4,456
TXN-11746,Lux Soap,2,447
TXN-11747,Aashirvaad Atta 5kg,3,399
TXN-11748,Lux Soap,2,427
TXN-11749,Basmati Rice 1kg,1,191
TXN-11750,Basmati Rice 1kg,4,329
TXN-11751,Sugar 1kg,2,29
TXN-11752,Lux Soap,1,275
TXN-11753,Cardamom 100g,1,106
TXN-11754,Lux Soap,1,173
TXN-11755,Tur Dal Loose,4,434
TXN-11756,Basmati Rice 1kg,1,390
TXN-11757,Cardamom 100g,1,218
TXN-11758,Tata Tea Gold,1,357
TXN-11759,Cardamom 100g,2,439
TXN-11760,Tur Dal Loose,1,423
TXN-11761,Aashirvaad Atta 5kg,4,164
TXN-11762,Aashirvaad Atta 5kg,2,283
TXN-11763,Lux Soap,4,211
TXN-11764,Tata Tea Gold,1,296
TXN-11765,Sugar 1kg,2,407
TXN-11766,Sugar 1kg,5,124
TXN-11767,Sugar 1kg,3,419
TXN-11768,Lux Soap,4,367
TXN-11769,Basmati Rice 1kg,3,483
TXN-11770,Cardamom 100g,2,357
TXN-11771,Sugar 1kg,1,291
TXN-11772,Aashirvaad Atta 5kg,3,79
TXN-11773,Tur Dal Loose,3,140
TXN-11774,Lux Soap,2,49
TXN-11775,Basmati Rice 1kg,1,164
TXN-11776,Cardamom 100g,5,427
TXN-11777,Tur Dal Loose,4,474
TXN-11778,Sugar 1kg,2,252
TXN-11779,Sugar 1kg,4,244
TXN-11780,Aashirvaad Atta 5kg,3,434
TXN-11781,Tur Dal Loose,1,151
TXN-11782,Tur Dal Loose,3,142
TXN-11783,Sugar 1kg,3,64
TXN-11784,Lux Soap,3,424
TXN-11785,Basmati Rice 1kg,1,421
TXN-11786,Tur Dal Loose,1,22
TXN-11787,Tur Dal Loose,3,462
TXN-11788,Tur Dal Loose,3,246
TXN-11789,Basmati Rice 1kg,1,119
TXN-11790,Sugar 1kg,1,156
TXN-11791,Cardamom 100g,4,460
TXN-11792,Sugar 1kg,1,207
TXN-11793,Cardamom 100g,2,243
TXN-11794,Tata Tea Gold,2,350
TXN-11795,Basmati Rice 1kg,3,120
TXN-11796,Aashirvaad Atta 5kg,4,235
TXN-11797,Aashirvaad Atta 5kg,5,357
TXN-11798,Sugar 1kg,4,327
TXN-11799,Cardamom 100g,5,200
TXN-11800,Tata Tea Gold,5,452
TXN-11801,Basmati Rice 1kg,1,437
TXN-11802,Aashirvaad Atta 5kg,5,368
TXN-11803,Basmati Rice 1kg,2,379
TXN-11804,Cardamom 100g,3,126
TXN-11805,Tata Tea Gold,4,60
TXN-11806,Aashirvaad Atta 5kg,2,132
TXN-11807,Tur Dal Loose,1,85
TXN-11808,Aashirvaad Atta 5kg,5,493
TXN-11809,Sugar 1kg,4,86
TXN-11810,Cardamom 100g,1,126
TXN-11811,Cardamom 100g,1,94
TXN-11812,Sugar 1kg,3,447
TXN-11813,Sugar 1kg,2,221
TXN-11814,Basmati Rice 1kg,2,489
TXN-11815,Aashirvaad Atta 5kg,5,338
TXN-11816,Cardamom 100g,5,23
TXN-11817,Tata Tea Gold,4,176
TXN-11818,Tur Dal Loose,5,412
TXN-11819,Tata Tea Gold,1,253
TXN-11820,Basmati Rice 1kg,5,382
TXN-11821,Tur Dal Loose,2,402
TXN-11822,Lux Soap,5,329
TXN-11823,Lux Soap,5,131
TXN-11824,Tur Dal Loose,1,471
TXN-11825,Sugar 1kg,1,86
TXN-11826,Tur Dal Loose,1,446
TXN-11827,Sugar 1kg,1,425
TXN-11828,Cardamom 100g,1,140
TXN-11829,Tata Tea Gold,5,175
TXN-11830,Lux Soap,1,284
TXN-11831,Sugar 1kg,4,76
TXN-11832,Basmati Rice 1kg,2,348
TXN-11833,Lux Soap,1,241
TXN-11834,Tur Dal Loose,1,241
TXN-11835,Sugar 1kg,3,464
TXN-11836,Sugar 1kg,4,111
TXN-11837,Sugar 1kg,5,283
TXN-11838,Basmati Rice 1kg,2,195
TXN-11839,Cardamom 100g,4,463
TXN-11840,Aashirvaad Atta 5kg,2,407
TXN-11841,Basmati Rice 1kg,3,439
TXN-11842,Basmati Rice 1kg,5,175
TXN-11843,Cardamom 100g,2,60
TXN-11844,Tur Dal Loose,1,273
TXN-11845,Tur Dal Loose,2,296
TXN-11846,Cardamom 100g,4,307
TXN-11847,Tur Dal Loose,2,329
TXN-11848,Aashirvaad Atta 5kg,5,374
TXN-11849,Tata Tea Gold,2,176
TXN-11850,Lux Soap,4,422
TXN-11851,Tur Dal Loose,2,374
TXN-11852,Aashirvaad Atta 5kg,5,402
TXN-11853,Basmati Rice 1kg,1,187
TXN-11854,Tur Dal Loose,5,184
TXN-11855,Cardamom 100g,1,228
TXN-11856,Tata Tea Gold,5,188
TXN-11857,Aashirvaad Atta 5kg,2,90
TXN-11858,Tata Tea Gold,2,272
TXN-11859,Sugar 1kg,3,222
TXN-11860,Lux Soap,4,67
TXN-11861,Lux Soap,5,179
TXN-11862,Aashirvaad Atta 5kg,5,139
TXN-11863,Cardamom 100g,2,188
TXN-11864,Basmati Rice 1kg,2,171
TXN-11865,Aashirvaad Atta 5kg,4,138
TXN-11866,Aashirvaad Atta 5kg,2,113
TXN-11867,Basmati Rice 1kg,5,383
TXN-11868,Cardamom 100g,2,234
TXN-11869,Tur Dal Loose,2,93
TXN-11870,Basmati Rice 1kg,5,92
TXN-11871,Tata Tea Gold,1,404
TXN-11872,Aashirvaad Atta 5kg,4,131
TXN-11873,Basmati Rice 1kg,2,431
TXN-11874,Basmati Rice 1kg,3,335
TXN-11875,Sugar 1kg,3,126
TXN-11876,Tata Tea Gold,4,337
TXN-11877,Lux Soap,4,199
TXN-11878,Sugar 1kg,3,221
TXN-11879,Tata Tea Gold,4,400
TXN-11880,Tur Dal Loose,4,367
TXN-11881,Aashirvaad Atta 5kg,2,53
TXN-11882,Lux Soap,2,252
TXN-11883,Sugar 1kg,1,149
TXN-11884,Cardamom 100g,1,438
TXN-11885,Lux Soap,4,131
TXN-11886,Sugar 1kg,2,37
TXN-11887,Tur Dal Loose,4,235
TXN-11888,Tur Dal Loose,4,75
TXN-11889,Cardamom 100g,5,182
TXN-11890,Lux Soap,5,377
TXN-11891,Cardamom 100g,3,383
TXN-11892,Cardamom 100g,5,465
TXN-11893,Tur Dal Loose,2,382
TXN-11894,Lux Soap,3,338
TXN-11895,Cardamom 100g,3,390
TXN-11896,Cardamom 100g,2,318
TXN-11897,Cardamom 100g,5,140
TXN-11898,Cardamom 100g,3,443
TXN-11899,Lux Soap,5,310
TXN-11900,Tata Tea Gold,2,214
TXN-11901,Tata Tea Gold,5,174
TXN-11902,Tur Dal Loose,1,223
TXN-11903,Sugar 1kg,4,111
TXN-11904,Sugar 1kg,2,192
TXN-11905,Sugar 1kg,4,346
TXN-11906,Cardamom 100g,3,464
TXN-11907,Lux Soap,1,450
TXN-11908,Tur Dal Loose,1,377
TXN-11909,Cardamom 100g,2,150
TXN-11910,Cardamom 100g,1,235
TXN-11911,Lux Soap,3,415
TXN-11912,Lux Soap,1,304
TXN-11913,Tata Tea Gold,4,481
TXN-11914,Cardamom 100g,5,465
TXN-11915,Lux Soap,1,212
TXN-11916,Basmati Rice 1kg,5,204
TXN-11917,Tata Tea Gold,5,357
TXN-11918,Aashirvaad Atta 5kg,5,286
TXN-11919,Sugar 1kg,2,360
TXN-11920,Aashirvaad Atta 5kg,3,284
TXN-11921,Sugar 1kg,3,246
TXN-11922,Tur Dal Loose,3,122
TXN-11923,Cardamom 100g,1,468
TXN-11924,Sugar 1kg,4,460
TXN-11925,Lux Soap,4,244
TXN-11926,Lux Soap,4,179
TXN-11927,Cardamom 100g,4,212
TXN-11928,Aashirvaad Atta 5kg,3,425
TXN-11929,Basmati Rice 1kg,3,389
TXN-11930,Sugar 1kg,5,124
TXN-11931,Tata Tea Gold,5,259
TXN-11932,Aashirvaad Atta 5kg,5,259
TXN-11933,Cardamom 100g,4,199
TXN-11934,Tur Dal Loose,2,78
TXN-11935,Tur Dal Loose,4,492
TXN-11936,Lux Soap,4,443
TXN-11937,Tur Dal Loose,2,298
TXN-11938,Tata Tea Gold,2,421
TXN-11939,Basmati Rice 1kg,2,221
TXN-11940,Sugar 1kg,1,421
TXN-11941,Tata Tea Gold,5,448
TXN-11942,Tata Tea Gold,4,107
TXN-11943,Sugar 1kg,4,359
TXN-11944,Tata Tea Gold,3,40
TXN-11945,Lux Soap,3,196
TXN-11946,Cardamom 100g,5,21
TXN-11947,Tata Tea Gold,5,90
TXN-11948,Cardamom 100g,2,311
TXN-11949,Aashirvaad Atta 5kg,3,64
TXN-11950,Basmati Rice 1kg,5,298
TXN-11951,Lux Soap,2,309
TXN-11952,Tur Dal Loose,3,28
TXN-11953,Basmati Rice 1kg,4,98
TXN-11954,Aashirvaad Atta 5kg,4,355
TXN-11955,Aashirvaad Atta 5kg,5,349
TXN-11956,Basmati Rice 1kg,1,489
TXN-11957,Sugar 1kg,1,83
TXN-11958,Tur Dal Loose,2,325
TXN-11959,Aashirvaad Atta 5kg,2,309
TXN-11960,Sugar 1kg,3,227
TXN-11961,Basmati Rice 1kg,1,54
TXN-11962,Lux Soap,3,75
TXN-11963,Tata Tea Gold,4,203
TXN-11964,Aashirvaad Atta 5kg,3,234
TXN-11965,Lux Soap,3,343
TXN-11966,Sugar 1kg,1,454
TXN-11967,Tata Tea Gold,1,342
TXN-11968,Lux Soap,3,265
TXN-11969,Basmati Rice 1kg,3,60
TXN-11970,Basmati Rice 1kg,3,455
TXN-11971,Sugar 1kg,3,116
TXN-11972,Sugar 1kg,2,51
TXN-11973,Aashirvaad Atta 5kg,2,21
TXN-11974,Sugar 1kg,2,499
TXN-11975,Tur Dal Loose,2,281
TXN-11976,Aashirvaad Atta 5kg,4,410
TXN-11977,Lux Soap,4,136
TXN-11978,Cardamom 100g,4,478
TXN-11979,Tata Tea Gold,4,223
TXN-11980,Lux Soap,1,464
TXN-11981,Aashirvaad Atta 5kg,4,344
TXN-11982,Cardamom 100g,2,91
TXN-11983,Tata Tea Gold,2,385
TXN-11984,Lux Soap,1,385
TXN-11985,Lux Soap,5,208
TXN-11986,Lux Soap,5,392
TXN-11987,Basmati Rice 1kg,4,405
TXN-11988,Tata Tea Gold,3,427
TXN-11989,Tur Dal Loose,2,355
TXN-11990,Cardamom 100g,3,377
TXN-11991,Tur Dal Loose,4,308
TXN-11992,Lux Soap,1,424
TXN-11993,Cardamom 100g,4,51
TXN-11994,Tur Dal Loose,1,495
TXN-11995,Tata Tea Gold,1,109
TXN-11996,Cardamom 100g,4,475
TXN-11997,Lux Soap,1,257
TXN-11998,Tata Tea Gold,4,153
TXN-11999,Cardamom 100g,1,425
TXN-12000,Basmati Rice 1kg,2,138
TXN-12001,Tata Tea Gold,1,220
TXN-12002,Lux Soap,2,139
TXN-12003,Tata Tea Gold,5,159
TXN-12004,Tata Tea Gold,2,269
TXN-12005,Aashirvaad Atta 5kg,5,448
TXN-12006,Basmati Rice 1kg,4,116
TXN-12007,Tata Tea Gold,1,405
TXN-12008,Sugar 1kg,2,168
TXN-12009,Tata Tea Gold,2,396
TXN-12010,Cardamom 100g,1,36
TXN-12011,Basmati Rice 1kg,5,395
TXN-12012,Lux Soap,4,405
TXN-12013,Aashirvaad Atta 5kg,3,57
TXN-12014,Aashirvaad Atta 5kg,2,159
TXN-12015,Aashirvaad Atta 5kg,2,277
TXN-12016,Sugar 1kg,2,168
TXN-12017,Tata Tea Gold,5,288
TXN-12018,Tata Tea Gold,4,162
TXN-12019,Lux Soap,4,500
TXN-12020,Lux Soap,5,336
TXN-12021,Cardamom 100g,4,91
TXN-12022,Tata Tea Gold,2,267
TXN-12023,Sugar 1kg,2,88
TXN-12024,Lux Soap,5,125
TXN-12025,Cardamom 100g,1,386
TXN-12026,Lux Soap,5,283
TXN-12027,Cardamom 100g,2,117
TXN-12028,Tur Dal Loose,4,368
TXN-12029,Lux Soap,2,404
TXN-12030,Lux Soap,1,322
TXN-12031,Lux Soap,5,212
TXN-12032,Lux Soap,1,259
TXN-12033,Cardamom 100g,3,45
TXN-12034,Sugar 1kg,5,464
TXN-12035,Lux Soap,4,496
TXN-12036,Aashirvaad Atta 5kg,2,452
TXN-12037,Tata Tea Gold,1,37
TXN-12038,Lux Soap,2,29
TXN-12039,Tur Dal Loose,5,121
TXN-12040,Sugar 1kg,4,240
TXN-12041,Sugar 1kg,3,486
TXN-12042,Cardamom 100g,4,328
TXN-12043,Basmati Rice 1kg,4,401
TXN-12044,Basmati Rice 1kg,2,200
TXN-12045,Basmati Rice 1kg,4,248
TXN-12046,Lux Soap,2,169
TXN-12047,Aashirvaad Atta 5kg,5,241
TXN-12048,Aashirvaad Atta 5kg,3,298
TXN-12049,Tata Tea Gold,2,311
TXN-12050,Tata Tea Gold,3,107
TXN-12051,Lux Soap,2,63
TXN-12052,Tata Tea Gold,5,413
TXN-12053,Aashirvaad Atta 5kg,3,105
TXN-12054,Tur Dal Loose,3,211
TXN-12055,Tata Tea Gold,5,224
TXN-12056,Basmati Rice 1kg,2,36
TXN-12057,Tur Dal Loose,2,479
TXN-12058,Lux Soap,3,35
TXN-12059,Sugar 1kg,2,497
TXN-12060,Sugar 1kg,4,470
TXN-12061,Cardamom 100g,5,109
TXN-12062,Aashirvaad Atta 5kg,3,149
TXN-12063,Tata Tea Gold,5,471
TXN-12064,Cardamom 100g,5,345
TXN-12065,Tata Tea Gold,2,381
TXN-12066,Cardamom 100g,2,228
TXN-12067,Tata Tea Gold,4,228
TXN-12068,Lux Soap,3,96
TXN-12069,Basmati Rice 1kg,5,242
TXN-12070,Aashirvaad Atta 5kg,2,137
TXN-12071,Tur Dal Loose,2,230
TXN-12072,Aashirvaad Atta 5kg,1,158
TXN-12073,Sugar 1kg,4,201
TXN-12074,Cardamom 100g,1,36
TXN-12075,Cardamom 100g,5,248
TXN-12076,Cardamom 100g,5,321
TXN-12077,Basmati Rice 1kg,4,491
TXN-12078,Lux Soap,5,111
TXN-12079,Cardamom 100g,3,51
TXN-12080,Basmati Rice 1kg,3,294
TXN-12081,Tata Tea Gold,4,347
TXN-12082,Lux Soap,2,439
TXN-12083,Basmati Rice 1kg,5,104
TXN-12084,Tur Dal Loose,4,471
TXN-12085,Sugar 1kg,1,393
TXN-12086,Aashirvaad Atta 5kg,5,302
TXN-12087,Aashirvaad Atta 5kg,5,69
TXN-12088,Lux Soap,1,53
TXN-12089,Tur Dal Loose,3,434
TXN-12090,Sugar 1kg,2,301
TXN-12091,Lux Soap,3,460
TXN-12092,Cardamom 100g,4,422
TXN-12093,Aashirvaad Atta 5kg,5,228
TXN-12094,Tata Tea Gold,5,332
TXN-12095,Tur Dal Loose,1,452
TXN-12096,Cardamom 100g,1,492
TXN-12097,Aashirvaad Atta 5kg,1,247
TXN-12098,Sugar 1kg,4,342
TXN-12099,Tata Tea Gold,4,327
TXN-12100,Basmati Rice 1kg,5,66
TXN-12101,Sugar 1kg,5,324
TXN-12102,Tur Dal Loose,4,490
TXN-12103,Basmati Rice 1kg,3,438
TXN-12104,Lux Soap,5,46
TXN-12105,Basmati Rice 1kg,4,305
TXN-12106,Tur Dal Loose,3,422
TXN-12107,Cardamom 100g,4,407
TXN-12108,Aashirvaad Atta 5kg,1,400
TXN-12109,Lux Soap,3,156
TXN-12110,Aashirvaad Atta 5kg,2,192
TXN-12111,Tur Dal Loose,2,50
TXN-12112,Basmati Rice 1kg,4,46
TXN-12113,Tur Dal Loose,4,440
TXN-12114,Lux Soap,5,478
TXN-12115,Aashirvaad Atta 5kg,2,232
TXN-12116,Aashirvaad Atta 5kg,4,184
TXN-12117,Tata Tea Gold,1,333
TXN-12118,Aashirvaad Atta 5kg,3,276
TXN-12119,Aashirvaad Atta 5kg,1,57
TXN-12120,Basmati Rice 1kg,4,350
TXN-12121,Lux Soap,4,267
TXN-12122,Basmati Rice 1kg,5,215
TXN-12123,Tur Dal Loose,1,43
TXN-12124,Cardamom 100g,5,293
TXN-12125,Sugar 1kg,3,433
TXN-12126,Aashirvaad Atta 5kg,5,287
TXN-12127,Tur Dal Loose,2,470
TXN-12128,Lux Soap,2,136
TXN-12129,Tur Dal Loose,3,324
TXN-12130,Tata Tea Gold,1,84
TXN-12131,Basmati Rice 1kg,3,448
TXN-12132,Sugar 1kg,3,267
TXN-12133,Tur Dal Loose,1,108
TXN-12134,Basmati Rice 1kg,5,39
TXN-12135,Lux Soap,3,418
TXN-12136,Aashirvaad Atta 5kg,3,246
TXN-12137,Tata Tea Gold,1,463
TXN-12138,Tur Dal Loose,4,143
TXN-12139,Tur Dal Loose,5,93
TXN-12140,Cardamom 100g,2,237
TXN-12141,Tur Dal Loose,5,249
TXN-12142,Basmati Rice 1kg,1,356
TXN-12143,Aashirvaad Atta 5kg,3,326
TXN-12144,Cardamom 100g,2,299
TXN-12145,Aashirvaad Atta 5kg,2,143
TXN-12146,Tata Tea Gold,4,341
TXN-12147,Cardamom 100g,4,287
TXN-12148,Lux Soap,1,71
TXN-12149,Aashirvaad Atta 5kg,4,57
TXN-12150,Sugar 1kg,4,448
TXN-12151,Cardamom 100g,3,185
TXN-12152,Tur Dal Loose,5,192
TXN-12153,Sugar 1kg,5,34
TXN-12154,Tur Dal Loose,2,291
TXN-12155,Tata Tea Gold,5,290
TXN-12156,Tata Tea Gold,4,303
TXN-12157,Basmati Rice 1kg,5,321
TXN-12158,Lux Soap,2,193
TXN-12159,Aashirvaad Atta 5kg,5,403
TXN-12160,Lux Soap,1,245
TXN-12161,Sugar 1kg,2,479
TXN-12162,Tur Dal Loose,3,376
TXN-12163,Basmati Rice 1kg,1,411
TXN-12164,Cardamom 100g,3,145
TXN-12165,Tata Tea Gold,4,172
TXN-12166,Cardamom 100g,2,338
TXN-12167,Lux Soap,4,165
TXN-12168,Tata Tea Gold,1,183
TXN-12169,Tur Dal Loose,1,482
TXN-12170,Tur Dal Loose,4,496
TXN-12171,Tur Dal Loose,5,499
TXN-12172,Tata Tea Gold,3,459
TXN-12173,Aashirvaad Atta 5kg,5,282
TXN-12174,Tur Dal Loose,5,350
TXN-12175,Cardamom 100g,2,127
TXN-12176,Lux Soap,4,85
TXN-12177,Sugar 1kg,3,107
TXN-12178,Tur Dal Loose,1,254
TXN-12179,Sugar 1kg,4,475
TXN-12180,Basmati Rice 1kg,2,210
TXN-12181,Tata Tea Gold,4,307
TXN-12182,Cardamom 100g,5,242
TXN-12183,Tur Dal Loose,1,329
TXN-12184,Sugar 1kg,5,125
TXN-12185,Tata Tea Gold,5,417
TXN-12186,Tata Tea Gold,5,246
TXN-12187,Aashirvaad Atta 5kg,2,60
TXN-12188,Lux Soap,4,240
TXN-12189,Cardamom 100g,3,450
TXN-12190,Cardamom 100g,1,176
TXN-12191,Tata Tea Gold,2,498
TXN-12192,Sugar 1kg,1,289
TXN-12193,Aashirvaad Atta 5kg,3,362
TXN-12194,Lux Soap,1,164
TXN-12195,Tur Dal Loose,5,79
TXN-12196,Lux Soap,5,154
TXN-12197,Aashirvaad Atta 5kg,1,126
TXN-12198,Cardamom 100g,2,154
TXN-12199,Tata Tea Gold,1,434
TXN-12200,Sugar 1kg,5,112
TXN-12201,Aashirvaad Atta 5kg,4,187
TXN-12202,Tata Tea Gold,5,431
TXN-12203,Tata Tea Gold,3,95
TXN-12204,Tur Dal Loose,2,320
TXN-12205,Tata Tea Gold,4,341
